,0,1,2,3,4,5,6,7,8
0,0.5555555555555556,0.39627774649670666,0.25,1.0,0.0,0.4064587973273943,0.2513661202185786,0.44603460652164684,0.0
1,0.6111111111111109,0.3529411764705882,0.5,0.8846153846153847,0.25,0.3775055679287305,0.27868852459016313,0.4753867791842477,0.0
2,0.5000000000000002,0.4705882352941176,0.5,0.6735276852597676,0.25,0.23541739892205582,0.27868852459016313,0.6329113924050631,0.0
3,0.0277777777777779,0.5882352941176471,0.0,1.0,0.7317694590060526,0.3819599109131404,0.7103825136612021,0.4725738396624473,0.0
4,0.7499999999999998,0.5170606200116517,0.2828121398314387,0.9971079545041155,0.25,0.42204899777282856,0.33879781420764976,0.4289732770745432,1.0
5,0.25,0.5348141227003538,0.36077614334669494,1.0,0.0,0.47048949809477414,0.6484559421802736,0.3924050632911393,0.0
6,0.34144394749893614,0.7058823529411765,0.25,1.0,0.0,0.30400890868596897,0.7500210361945818,0.5793317375308595,0.0
7,0.4722222222222221,0.7537581862190077,0.0,0.9615384615384616,0.25,0.797062050753036,0.4311379824552102,0.06751054852320704,1.0
8,0.7222222222222221,0.48824789892761444,0.29074183035159074,1.1092993372358864,0.0,0.21046770601336307,0.5464480874316942,0.6736990154711675,0.0
9,0.0860665598304351,0.6650759696079742,0.25,0.9615384615384616,0.0,0.2048997772828509,0.8251366120218573,0.6821378340365682,0.0
10,0.6666666666666667,0.5733908891102208,0.2899660834182507,0.8846153846153847,0.0,0.7873051224944323,0.4282529009549112,0.12939521800281306,1.0
11,0.6944444444444444,0.5837109234245528,0.15760511471408112,1.0,0.0,0.7305122494432073,0.4043715846994531,0.16877637130801704,1.0
12,0.25,0.4705882352941176,0.75,0.7482058196114432,0.25,0.4751604386848238,0.6312902891152934,0.3811533052039382,0.0
13,0.4166666666666667,0.5882352941176471,0.25,1.0,0.0,0.5812917594654791,0.5180070963773247,0.28410689170182857,1.0
14,0.5000000000000002,0.11764705882352945,1.0,0.8846153846153847,0.0,0.30623608017817383,0.5846994535519117,0.5541490857946556,0.0
