,0,1
0,0,6
1,0,28
2,0,37
3,1,2
4,1,34
5,2,1
6,2,34
7,3,9
8,3,19
9,3,22
10,3,26
11,3,48
12,5,22
13,5,33
14,5,50
15,6,0
16,6,8
17,6,28
18,6,30
19,6,36
20,6,40
21,7,10
22,7,11
23,8,6
24,8,20
25,8,28
26,8,30
27,8,36
28,9,3
29,9,16
30,9,19
31,9,22
32,9,26
33,9,29
34,9,33
35,10,7
36,10,11
37,10,23
38,10,38
39,11,7
40,11,10
41,11,13
42,11,15
43,11,23
44,13,11
45,13,15
46,13,32
47,13,35
48,13,43
49,15,11
50,15,13
51,15,23
52,15,60
53,16,9
54,18,24
55,18,31
56,19,3
57,19,9
58,19,22
59,19,26
60,20,8
61,20,36
62,20,37
63,22,3
64,22,5
65,22,9
66,22,19
67,22,26
68,22,29
69,22,33
70,22,41
71,22,50
72,23,10
73,23,11
74,23,15
75,23,60
76,24,18
77,24,31
78,26,3
79,26,9
80,26,19
81,26,22
82,26,29
83,26,33
84,26,50
85,28,0
86,28,6
87,28,8
88,28,40
89,28,46
90,29,9
91,29,22
92,29,26
93,29,33
94,29,41
95,30,6
96,30,8
97,30,33
98,30,36
99,30,52
100,30,55
101,30,62
102,31,18
103,31,24
104,32,13
105,32,35
106,32,43
107,33,5
108,33,9
109,33,22
110,33,26
111,33,29
112,33,30
113,33,50
114,33,62
115,33,66
116,34,1
117,34,2
118,34,59
119,35,13
120,35,32
121,35,43
122,36,6
123,36,8
124,36,20
125,36,30
126,36,37
127,36,52
128,36,58
129,37,0
130,37,20
131,37,36
132,37,58
133,37,75
134,38,10
135,38,44
136,38,54
137,38,63
138,38,64
139,40,6
140,40,28
141,40,46
142,40,62
143,40,66
144,41,22
145,41,29
146,42,45
147,43,13
148,43,32
149,43,35
150,44,38
151,44,54
152,45,42
153,46,28
154,46,40
155,47,81
156,48,3
157,48,55
158,48,76
159,48,82
160,48,86
161,50,5
162,50,22
163,50,26
164,50,33
165,50,62
166,50,66
167,50,67
168,50,91
169,50,100
170,52,30
171,52,36
172,52,55
173,52,75
174,52,95
175,53,74
176,54,38
177,54,44
178,54,63
179,54,90
180,55,30
181,55,48
182,55,52
183,55,82
184,55,86
185,55,95
186,58,36
187,58,37
188,59,34
189,59,68
190,59,85
191,60,15
192,60,23
193,62,30
194,62,33
195,62,40
196,62,50
197,62,66
198,62,86
199,63,38
200,63,54
201,63,88
202,63,90
203,64,38
204,64,78
205,64,88
206,64,103
207,65,70
208,65,78
209,65,93
210,65,117
211,66,33
212,66,40
213,66,50
214,66,62
215,66,67
216,66,106
217,67,50
218,67,66
219,67,69
220,67,76
221,67,100
222,68,59
223,68,79
224,68,108
225,69,67
226,69,100
227,69,123
228,70,65
229,70,78
230,70,94
231,71,92
232,72,112
233,74,53
234,75,37
235,75,52
236,75,95
237,76,48
238,76,67
239,76,82
240,76,86
241,76,89
242,78,64
243,78,65
244,78,70
245,78,88
246,78,93
247,78,103
248,78,116
249,78,134
250,79,68
251,80,126
252,81,47
253,82,48
254,82,55
255,82,76
256,82,86
257,82,89
258,82,95
259,82,125
260,83,96
261,83,115
262,84,107
263,85,59
264,85,97
265,85,102
266,86,48
267,86,55
268,86,62
269,86,76
270,86,82
271,86,89
272,86,100
273,86,111
274,86,119
275,86,123
276,86,125
277,86,127
278,86,137
279,88,63
280,88,64
281,88,78
282,88,90
283,88,103
284,88,116
285,88,131
286,88,134
287,89,76
288,89,82
289,89,86
290,89,125
291,89,137
292,90,54
293,90,63
294,90,88
295,90,114
296,90,131
297,90,134
298,91,50
299,91,100
300,91,113
301,91,122
