,0,1,2,3,4,5,6,7,8
0,0.5555555555555556,,0.25,1.0,0.0,0.4064587973273943,0.2513661202185786,,0.0
1,0.6111111111111109,0.3529411764705882,0.5,0.8846153846153847,0.25,0.37750556792873047,0.27868852459016313,0.47538677918424765,
2,0.5000000000000002,0.47058823529411764,0.5,,0.25,,0.27868852459016313,0.6329113924050631,
3,0.0277777777777779,0.5882352941176471,0.0,1.0,,0.3819599109131404,0.7103825136612021,0.47257383966244726,0.0
4,0.7499999999999998,,,,0.25,0.42204899777282856,0.33879781420764976,0.42897327707454314,1.0
5,0.25,,,1.0,0.0,,,0.39240506329113933,0.0
6,,0.7058823529411765,0.25,1.0,0.0,0.30400890868596897,,,0.0
7,0.4722222222222221,,0.0,0.9615384615384616,0.25,,,0.06751054852320704,1.0
8,0.7222222222222221,,,,0.0,0.21046770601336307,0.5464480874316942,0.6736990154711675,0.0
9,,,0.25,0.9615384615384616,0.0,0.20489977728285091,0.8251366120218573,0.6821378340365682,0.0
10,0.6666666666666667,,,0.8846153846153847,0.0,0.7873051224944323,,0.12939521800281306,1.0
11,0.6944444444444444,,,1.0,0.0,0.7305122494432073,0.4043715846994531,0.16877637130801704,1.0
12,0.25,0.47058823529411764,0.75,,0.25,,,0.3811533052039382,0.0
13,0.41666666666666674,0.5882352941176471,0.25,1.0,0.0,0.581291759465479,,0.28410689170182857,1.0
14,0.5000000000000002,0.11764705882352944,1.0,0.8846153846153847,0.0,0.30623608017817383,0.5846994535519117,0.5541490857946556,
15,0.6666666666666667,0.5294117647058824,0.5,1.0,,,,,1.0
16,0.36111111111111094,0.5882352941176471,,0.9230769230769232,0.0,0.0,0.6721311475409828,1.0,0.0
17,,,0.75,,0.0,0.3162583518930959,0.4972677595628414,0.5443037974683544,0.0
18,0.13888888888888884,0.3529411764705882,0.75,0.9230769230769232,0.25,0.3407572383073496,0.7595628415300539,0.5161744022503516,
19,0.0,,0.0,1.0,,0.3184855233853008,0.9453551912568305,,0.0
20,0.6388888888888891,0.3529411764705882,,0.9615384615384616,,0.13251670378619163,0.36065573770491755,0.7834036568213785,0.0
21,,,,0.5,0.5,0.4198218262806237,0.27868852459016313,0.43319268635724373,1.0
22,0.13888888888888884,0.3529411764705882,0.25,,0.0,0.2505567928730512,0.6393442622950807,,0.0
23,,0.47058823529411764,0.25,1.0,0.0,1.0,0.2021857923497259,0.0,1.0
24,0.05555555555555558,0.3529411764705882,,1.0,0.0,,0.819672131147541,0.5696202531645569,1.0
25,,0.3529411764705882,0.5,0.6153846153846154,0.25,0.2594654788418709,,0.6118143459915613,
26,,0.4117647058823529,,1.0,0.0,0.2527839643652561,0.8579234972677585,,0.0
27,0.5000000000000002,,0.5,,0.5,0.72271714922049,0.2841530054644803,0.1744022503516176,1.0
28,,0.5294117647058824,0.25,1.0,0.0,,0.5300546448087426,0.4275668073136427,0.0
29,,,,0.9230769230769232,0.25,0.23162583518930968,0.6338797814207644,,0.0
30,0.5833333333333333,0.5882352941176471,0.25,0.9615384615384616,0.0,0.24164810690423177,,0.6343178621659635,0.0
31,0.13888888888888884,0.4117647058823529,0.5,0.8846153846153847,,0.2884187082405345,,0.5752461322081575,1.0
32,0.38888888888888906,0.7058823529411765,0.25,1.0,0.0,0.49443207126948785,0.622950819672131,0.3614627285513363,
33,0.33333333333333326,,0.5,1.0,0.0,0.2750556792873051,0.6994535519125678,0.5921237693389592,0.0
34,0.5277777777777779,,0.5,0.8076923076923077,0.25,0.3229398663697105,0.23497267759562845,0.5358649789029539,0.0
35,,0.5882352941176471,0.5,,0.25,0.41536748329621376,0.5792349726775954,0.4374120956399439,1.0
36,,,,0.8846153846153847,,0.24832962138084635,0.4863387978142071,0.6244725738396626,
37,,0.4117647058823529,0.25,,,,,0.6160337552742619,0.0
38,,,0.0,,,,0.17486338797814138,0.21940928270042215,1.0
39,,0.47058823529411764,0.0,0.8846153846153847,,0.35300668151447656,,0.5035161744022505,0.0
40,0.6111111111111109,0.5882352941176471,0.5,,,,,0.4135021097046414,0.0
41,0.25,0.2941176470588236,,0.9230769230769232,0.25,0.1982182628062361,0.5300546448087426,,
42,,,,0.6538461538461539,,,0.22950819672131084,,
43,,0.7058823529411765,,0.8846153846153847,0.25,0.5155902004454342,0.7486338797814196,0.340365682137834,
44,,0.823529411764706,0.0,,,0.546770601336303,0.12021857923497192,,
45,0.5555555555555556,,,0.5384615384615384,,0.3986636971046771,0.2076502732240435,,0.0
46,0.8611111111111109,0.47058823529411764,0.25,1.0,0.0,,0.4972677595628414,0.42616033755274274,0.0
47,,,0.75,0.7307692307692308,0.25,0.26948775055679297,0.37704918032786816,0.5991561181434597,1.0
48,,0.7058823529411765,0.0,0.9615384615384616,0.0,0.3741648106904232,,0.47960618846694825,0.0
49,0.9722222222222221,1.0,,1.0,,0.4198218262806237,0.24590163934426235,0.43319268635724373,0.0
50,,,,,0.0,,0.6885245901639343,,0.0
51,0.3055555555555556,0.5882352941176471,0.75,0.9230769230769232,0.25,0.7761692650334076,,0.13642756680731383,1.0
52,0.5833333333333333,0.7058823529411765,,,,0.08129175946547895,0.4863387978142071,0.8607594936708862,0.0
53,,0.47058823529411764,,0.42307692307692313,1.0,0.3285077951002229,,0.5302390998593529,
54,,,0.0,0.8461538461538461,0.25,0.5011135857461024,,0.35443037974683533,
55,0.41666666666666674,0.7058823529411765,0.0,,,0.24053452115812912,,,
56,,0.7058823529411765,0.0,,0.0,0.5044543429844099,0.37704918032786816,,0.0
57,0.4722222222222221,0.823529411764706,0.0,0.8076923076923077,1.0,,0.6338797814207644,0.21097046413502119,1.0
58,0.6111111111111109,0.3529411764705882,0.25,0.8846153846153847,,0.3162583518930959,0.4590163934426226,0.5443037974683544,
59,,0.3529411764705882,0.5,0.9230769230769232,0.25,0.4331848552338531,0.23497267759562845,0.4191279887482422,0.0
60,0.5277777777777779,0.5882352941176471,0.5,1.0,0.0,,0.5464480874316942,0.11251758087201136,1.0
61,,0.3529411764705882,0.25,,0.5,0.41536748329621376,0.07103825136612008,0.4374120956399439,0.0
62,,0.6470588235294118,0.5,0.9615384615384616,0.0,,0.568306010928961,,0.0
63,0.8333333333333333,,,,,0.6191536748329622,0.2076502732240435,0.25316455696202556,
