,0,1,2,3,4,5,6,7,8
0,0.5555555555555556,0.43731415271759033,0.25,1.0,0.0,0.4064587973273943,0.2513661202185786,0.5606344938278198,0
1,0.6111111111111109,0.3529411764705882,0.5,0.8846153846153847,0.25,0.3775055679287305,0.27868852459016313,0.4753867791842477,0
2,0.5000000000000002,0.4705882352941176,0.5,0.8188035488128662,0.25,0.261785626411438,0.27868852459016313,0.6329113924050631,0
3,0.0277777777777779,0.5882352941176471,0.0,1.0,-0.006615161895751953,0.3819599109131404,0.7103825136612021,0.4725738396624473,0
4,0.7499999999999998,0.4854227304458618,0.3905561566352844,0.9504418969154358,0.25,0.42204899777282856,0.33879781420764976,0.4289732770745432,1
5,0.25,0.48654550313949585,0.3771301507949829,1.0,0.0,0.4351099729537964,0.502157986164093,0.3924050632911393,0
6,0.6077862977981567,0.7058823529411765,0.25,1.0,0.0,0.30400890868596897,0.5139255523681641,0.5902038812637329,0
7,0.4722222222222221,0.7947720885276794,0.0,0.9615384615384616,0.25,0.8828592896461487,0.4875766634941101,0.06751054852320704,1
8,0.7222222222222221,0.6093254685401917,0.19939333200454712,0.952150821685791,0.0,0.21046770601336307,0.5464480874316942,0.6736990154711675,0
9,0.21889187395572662,0.46312397718429565,0.25,0.9615384615384616,0.0,0.2048997772828509,0.8251366120218573,0.6821378340365682,0
10,0.6666666666666667,0.610137403011322,0.028477460145950317,0.8846153846153847,0.0,0.7873051224944323,0.3406776785850525,0.12939521800281306,1
11,0.6944444444444444,0.584540843963623,0.11164283752441406,1.0,0.0,0.7305122494432073,0.4043715846994531,0.16877637130801704,1
12,0.25,0.4705882352941176,0.75,0.9152929186820984,0.25,0.370883047580719,0.6614182591438293,0.3811533052039382,0
13,0.4166666666666667,0.5882352941176471,0.25,1.0,0.0,0.5812917594654791,0.4883503317832947,0.28410689170182857,1
14,0.5000000000000002,0.11764705882352945,1.0,0.8846153846153847,0.0,0.30623608017817383,0.5846994535519117,0.5541490857946556,1
15,0.6666666666666667,0.5294117647058824,0.5,1.0,-0.03396137058734894,0.6372028589248657,0.3966401219367981,0.23053351044654846,1
16,0.3611111111111109,0.5882352941176471,0.42998206615448,0.9230769230769232,0.0,0.0,0.6721311475409828,1.0,0
17,0.40162473917007446,0.3311113119125366,0.75,0.9343417882919312,0.0,0.3162583518930959,0.4972677595628414,0.5443037974683544,0
18,0.13888888888888884,0.3529411764705882,0.75,0.9230769230769232,0.25,0.3407572383073496,0.7595628415300539,0.5161744022503516,1
19,0.0,0.5882967114448547,0.0,1.0,0.0002448670566082001,0.3184855233853008,0.9453551912568304,0.5520986914634705,0
20,0.6388888888888891,0.3529411764705882,0.25277256965637207,0.9615384615384616,0.09180179238319397,0.13251670378619165,0.3606557377049176,0.7834036568213785,0
21,0.2259928435087204,0.49669599533081055,0.6370283365249634,0.5,0.5,0.4198218262806237,0.27868852459016313,0.4331926863572437,1
22,0.13888888888888884,0.3529411764705882,0.25,0.9969667196273804,0.0,0.2505567928730512,0.6393442622950807,0.5262476205825806,0
23,0.6593363285064697,0.4705882352941176,0.25,1.0,0.0,1.0,0.2021857923497259,0.0,1
24,0.05555555555555558,0.3529411764705882,0.5434942841529846,1.0,0.0,0.3671489953994751,0.819672131147541,0.5696202531645569,1
25,0.6583130359649658,0.3529411764705882,0.5,0.6153846153846154,0.25,0.2594654788418709,0.1031937450170517,0.6118143459915613,1
26,0.03721743822097778,0.4117647058823529,0.24145714938640594,1.0,0.0,0.2527839643652561,0.8579234972677585,0.635686993598938,0
27,0.5000000000000002,0.5626586079597473,0.5,0.8167019486427307,0.5,0.72271714922049,0.2841530054644803,0.1744022503516176,1
28,0.7990212440490723,0.5294117647058824,0.25,1.0,0.0,0.48775380849838257,0.5300546448087426,0.4275668073136427,0
29,0.2975056767463684,0.3847004771232605,0.43642181158065796,0.9230769230769232,0.25,0.2316258351893097,0.6338797814207644,0.6433976888656616,0
30,0.5833333333333333,0.5882352941176471,0.25,0.9615384615384616,0.0,0.24164810690423175,0.6072348952293396,0.6343178621659635,0
31,0.13888888888888884,0.4117647058823529,0.5,0.8846153846153847,0.26649898290634155,0.2884187082405345,0.6377081274986267,0.5752461322081575,1
32,0.38888888888888906,0.7058823529411765,0.25,1.0,0.0,0.4944320712694879,0.6229508196721311,0.3614627285513363,1
33,0.3333333333333333,0.5354267358779907,0.5,1.0,0.0,0.2750556792873051,0.6994535519125678,0.5921237693389592,0
34,0.5277777777777779,0.38107025623321533,0.5,0.8076923076923077,0.25,0.3229398663697105,0.23497267759562845,0.5358649789029539,0
35,0.5221588015556335,0.5882352941176471,0.5,0.9016749262809753,0.25,0.41536748329621376,0.5792349726775954,0.4374120956399439,1
