,0,1
283,56,46
284,56,69
285,57,73
286,57,117
287,57,128
288,57,93
289,57,90
290,58,75
291,58,85
292,58,87
293,58,86
294,58,66
295,59,85
296,59,68
297,59,97
298,59,102
299,59,108
300,60,51
301,60,78
302,60,116
303,60,103
304,60,88
305,61,87
306,61,97
307,61,85
308,61,59
309,61,102
310,62,66
311,62,86
312,62,91
313,62,50
314,62,80
315,63,88
316,63,90
317,63,54
318,63,103
319,63,64
320,64,88
321,64,78
322,64,54
323,64,65
324,64,63
325,65,78
326,65,64
327,65,88
328,65,70
329,65,117
330,66,62
331,66,106
332,66,100
333,66,111
334,66,86
335,67,69
336,67,76
337,67,66
338,67,100
339,67,86
340,68,79
341,68,108
342,68,118
343,68,59
344,68,102
345,69,67
346,69,100
347,69,86
348,69,66
349,69,123
350,70,94
351,70,103
352,70,120
353,70,134
354,70,90
355,71,92
356,71,73
357,71,99
358,71,109
359,71,101
360,72,112
361,72,133
362,72,83
363,72,103
364,72,98
365,73,98
366,73,99
367,73,93
368,73,71
369,73,131
370,74,53
371,74,61
372,74,87
373,74,97
374,74,138
375,75,95
376,75,58
377,75,80
378,75,86
379,75,119
380,76,82
381,76,89
382,76,86
383,76,67
384,76,69
385,77,94
386,77,114
387,77,121
388,77,105
389,77,90
390,78,88
391,78,65
392,78,103
393,78,70
394,78,116
395,79,68
396,79,108
397,79,97
398,79,102
399,79,84
400,80,126
401,80,75
402,80,91
403,80,127
404,80,113
405,81,109
406,81,96
407,81,115
408,81,83
409,81,140
410,82,86
411,82,76
412,82,89
413,82,95
414,82,125
415,83,96
416,83,115
417,83,81
418,83,112
419,83,140
420,84,107
421,84,113
422,84,110
423,84,130
424,84,87
425,85,97
426,85,102
427,85,59
428,85,87
429,85,136
430,86,82
431,86,89
432,86,119
433,86,125
434,86,100
435,87,102
436,87,110
437,87,129
438,87,85
439,87,97
440,88,78
441,88,90
442,88,103
443,88,63
444,88,134
445,89,86
446,89,82
447,89,125
448,89,76
449,89,119
450,90,131
451,90,134
452,90,114
453,90,94
454,90,103
455,91,122
456,91,100
457,91,126
458,91,111
459,91,113
460,92,71
461,92,109
462,92,101
463,92,99
464,92,73
465,93,117
466,93,135
467,93,116
468,93,128
469,93,98
470,94,114
471,94,70
472,94,120
473,94,134
474,94,103
475,95,141
476,95,125
477,95,119
478,95,86
479,95,82
480,96,115
481,96,83
482,96,81
483,96,112
484,96,140
485,97,102
486,97,85
487,97,136
488,97,129
489,97,87
490,98,135
491,98,114
492,98,93
493,98,94
494,98,99
495,99,135
496,99,120
497,99,114
498,99,98
499,99,131
500,100,111
501,100,132
502,100,123
503,100,137
504,100,139
505,101,109
506,101,92
507,101,140
508,101,81
509,101,115
510,102,136
511,102,97
512,102,110
513,102,129
514,102,85
515,103,116
516,103,134
517,103,70
518,103,94
519,103,120
520,104,129
521,104,102
522,104,138
523,104,141
524,104,136
525,105,121
526,105,114
527,105,77
528,105,94
529,105,133
530,106,111
531,106,139
532,106,118
533,106,100
534,106,132
535,107,84
536,107,113
537,107,130
538,107,110
539,107,129
540,108,118
541,108,68
542,108,102
543,108,139
544,108,106
545,109,92
546,109,101
547,109,81
548,109,140
549,109,115
550,110,137
551,110,136
552,110,123
553,110,130
554,110,119
555,111,100
556,111,132
557,111,139
558,111,123
559,111,137
560,112,96
561,112,133
562,112,115
563,112,83
564,112,98
565,113,126
566,113,127
567,113,130
568,113,122
569,113,107
570,114,94
571,114,131
572,114,121
573,114,134
574,114,98
575,115,96
576,115,83
577,115,140
578,115,81
579,115,112
580,116,103
581,116,134
582,116,93
583,116,117
584,116,135
585,117,93
586,117,128
587,117,135
588,117,116
589,117,134
590,118,108
591,118,139
592,118,106
593,118,111
594,118,127
595,119,125
596,119,127
597,119,141
598,119,110
599,119,137
600,120,135
601,120,94
602,120,134
603,120,99
604,120,114
605,121,114
606,121,105
607,121,94
608,121,133
609,121,120
610,122,126
611,122,91
612,122,113
613,122,127
614,122,130
615,123,137
616,123,110
617,123,132
618,123,111
619,123,100
620,124,136
621,124,123
622,124,137
623,124,102
624,124,110
625,125,119
626,125,141
627,125,110
628,125,137
629,125,123
630,126,127
631,126,113
632,126,122
633,126,130
634,126,119
635,127,126
636,127,113
637,127,119
638,127,130
639,127,137
640,128,117
641,128,135
642,128,93
643,128,120
644,128,99
645,129,104
646,129,102
647,129,136
648,129,110
649,129,138
650,130,132
651,130,113
652,130,137
653,130,110
654,130,139
655,131,134
656,131,114
657,131,90
658,131,94
659,131,135
660,132,130
661,132,139
662,132,111
663,132,137
664,132,100
665,133,112
666,133,121
667,133,114
668,133,105
669,133,98
670,134,131
671,134,103
672,134,114
673,134,116
674,134,90
675,135,120
676,135,99
677,135,98
678,135,134
679,135,117
680,136,110
681,136,102
682,136,137
683,136,123
684,136,129
685,137,123
686,137,110
687,137,132
688,137,130
689,137,111
690,138,141
691,138,129
692,138,136
693,138,125
694,138,119
695,139,132
696,139,111
697,139,130
698,139,106
699,139,100
700,140,115
701,140,109
702,140,81
703,140,101
704,140,96
705,141,138
706,141,119
707,141,125
708,141,95
709,141,129
